"","salario","vacaciones","salario_por_hora","impuestos","sexo","mercado","categoria","distancia","vacaciones_num"
"1095",13250,"22",6.3527397260274,66.58,"HOMBRE","LOCAL O REGIONAL","TECNICO",39,21
"1096",14035.07,"22",6.72914315068493,50.13,"HOMBRE","LOCAL O REGIONAL","TECNICO",20,21
"1097",16665.36,"29",8.41078010093728,111.1,"HOMBRE","NACIONAL","TECNICO",9,28
"1098",52700.17,"22",25.2672047945205,541.74,"HOMBRE","MUNDIAL","MANDO_MEDIO",75,21
"1099",46646,"25",22.3645205479452,635.53,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",66,24
"1100",16600.55,"28",7.95916780821918,128.17,"HOMBRE","MUNDIAL","TECNICO",36,27
"1101",21140,"27",10.1356164383562,196.95,"HOMBRE","NACIONAL","TECNICO",18,26
"1102",11861.48,"27",5.68701095890411,0,"MUJER","NACIONAL","TECNICO",51,26
"1103",23789.32,"27",11.4058383561644,288.88,"HOMBRE","NACIONAL","TECNICO",77,26
"1104",43771.63,"25",20.9863979452055,605.24,"HOMBRE","NACIONAL","MANDO_MEDIO",16,24
"1105",31937.07,"25",15.3122938356164,421.19,"HOMBRE","NACIONAL","MANDO_MEDIO",72,24
"1106",30537.37,"25",14.6412047945205,317.72,"HOMBRE","NACIONAL","MANDO_MEDIO",23,24
"1107",21260.04,"24",11.0196430951499,201.67,"MUJER","NACIONAL","TECNICO",46,23
"1108",27498.4,"24",14.2531506849315,258.29,"MUJER","NACIONAL","TECNICO",46,23
"1109",25763.23,"22",13.3537660125879,339.38,"HOMBRE","LOCAL O REGIONAL","TECNICO",31,21
"1110",39531.46,"22",21.6610739726027,547.65,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",3,21
"1111",36033.42,"22",19.7443397260274,445.86,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",12,21
"1112",29699.74,"22",16.2738301369863,344.83,"MUJER","LOCAL O REGIONAL","TECNICO",70,21
"1113",25580.73,"22",14.0168383561644,281.03,"MUJER","LOCAL O REGIONAL","TECNICO",3,21
"1114",28443.98,"22",15.5857424657534,309.73,"MUJER","LOCAL O REGIONAL","TECNICO",63,21
"1115",40098.35,"22",20.7840392447242,510.27,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",11,21
"1116",41092.53,"22",22.5164547945205,547.08,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",37,21
"1117",40816.57,"22",22.3652438356164,516.59,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",33,21
"1118",39798.4,"22",21.8073424657534,510.6,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",40,21
"1119",33491.2,"22",17.3593780081451,397.57,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",33,21
"1120",68918.32,"22",35.7221947426879,1290.37,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",29,21
"1121",45640.42,"22",24.3137701674277,738.43,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",14,21
"1122",42473.59,"22",22.6267222222222,537.87,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",56,21
"1123",38137.4,"28",20.8972054794521,480.22,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",49,27
"1124",30217.56,"28",16.5575671232877,311.74,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",7,27
"1125",33644.53,"22",16.1309390410959,309.93,"HOMBRE","NACIONAL","MANDO_MEDIO",21,21
"1126",7773,"27",3.92292718096611,0,"MUJER","LOCAL O REGIONAL","TECNICO",3,26
"1127",5988.24,"30",16.4061369863014,14.99,"HOMBRE","LOCAL O REGIONAL","TECNICO",47,29
"1128",11135.92,"30",6.10187397260274,29.15,"HOMBRE","LOCAL O REGIONAL","TECNICO",60,29
"1129",17854.27,"30",8.56026643835616,183.09,"MUJER","LOCAL O REGIONAL","TECNICO",25,29
"1130",30365.33,"22",15.3249682768565,468.71,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",43,21
"1131",20926.04,"26",10.8465220288782,245.27,"MUJER","NACIONAL","TECNICO",54,25
"1132",51915.08,"23",26.9089640873751,940.3,"HOMBRE","NACIONAL","MANDO_MEDIO",3,22
"1133",27685.8,"22",15.170301369863,272.55,"MUJER","LOCAL O REGIONAL","TECNICO",49,21
"1134",19274.56,"29",184.824547945205,164.14,"HOMBRE","NACIONAL","TECNICO",57,28
"1135",31458.03,"29",16.3055320251759,253.16,"MUJER","NACIONAL","MANDO_MEDIO",27,28
"1136",30130.8,"29",15.6175934838949,280.07,"HOMBRE","NACIONAL","MANDO_MEDIO",33,28
"1137",29099,"22",13.9515753424658,332.56,"HOMBRE","LOCAL O REGIONAL","TECNICO",70,21
"1138",43145.21,"22",22.3633076638282,602.66,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",22,21
"1139",9876.18,"22",4.73515479452055,59.37,"MUJER","UNIÓN EUROPEA","TECNICO",80,21
"1140",27465.49,"25",15.0495835616438,251.03,"HOMBRE","NACIONAL","TECNICO",76,24
"1141",14257.13,"22",6.8356102739726,123.24,"MUJER","LOCAL O REGIONAL","TECNICO",22,21
"1142",34405.03,"23",16.4955623287671,570,"HOMBRE","NACIONAL","MANDO_MEDIO",46,22
"1143",28984.2,"25",18.5287123287671,310.55,"HOMBRE","MUNDIAL","TECNICO",47,24
"1144",42857.16,"30",20.5479534246575,916.67,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",53,29
"1145",41986.72,"27",21.7628315438726,814.91,"HOMBRE","NACIONAL","MANDO_MEDIO",58,26
"1146",25423.38,"30",11.8919919812897,313.21,"HOMBRE","NACIONAL","TECNICO",37,29
"1147",22146.87,"22",10.6183623287671,204.9,"HOMBRE","LOCAL O REGIONAL","TECNICO",19,21
"1148",10264.7,"21",5.04762205830699,115.03,"MUJER","MUNDIAL","TECNICO",79,20
"1149",10473.32,"21",5.1502100456621,125.33,"HOMBRE","MUNDIAL","TECNICO",79,20
"1150",33464.4,"22",16.0445753424658,405.55,"HOMBRE","NACIONAL","MANDO_MEDIO",64,21
"1151",10816.31,"22",6.48237756849315,22.62,"HOMBRE","NACIONAL","TECNICO",77,21
"1152",18795.86,"22",10.9232893316729,100.87,"HOMBRE","NACIONAL","TECNICO",21,21
"1153",18980.13,"22",9.5790129776496,148.28,"HOMBRE","NACIONAL","TECNICO",43,21
"1154",22927.09,"24",11.2742978573937,196.23,"MUJER","NACIONAL","TECNICO",68,23
"1155",10954.77,"24",6.00261369863014,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",16,23
"1156",61256.77,"25",31.7510099962977,980.88,"MUJER","MUNDIAL","MANDO_MEDIO",21,24
"1157",9677.61,"30",20.622,8.68,"HOMBRE","MUNDIAL","TECNICO",22,29
"1158",6605.79,"26",31.671595890411,58.01,"HOMBRE","MUNDIAL","TECNICO",68,25
"1159",39616.19,"26",21.1045152207002,603.16,"HOMBRE","MUNDIAL","MANDO_MEDIO",20,25
"1160",39247.88,"26",20.9083074581431,601.42,"HOMBRE","MUNDIAL","MANDO_MEDIO",19,25
"1161",43945.72,"26",23.4109619482496,698.48,"HOMBRE","MUNDIAL","MANDO_MEDIO",18,25
"1162",44938.11,"25",21.5456691780822,692.76,"MUJER","MUNDIAL","MANDO_MEDIO",34,24
"1163",51382.44,"25",26.6328826360607,1294.32,"HOMBRE","NACIONAL","MANDO_MEDIO",43,24
"1164",29031.86,"25",15.0479837097371,790.25,"MUJER","NACIONAL","TECNICO",49,24
"1165",92997.12,"25",44.5876602739726,1241.94,"HOMBRE","NACIONAL","MANDO_MEDIO",32,24
"1166",31421.71,"25",15.0652034246575,430.45,"MUJER","NACIONAL","MANDO_MEDIO",4,24
"1167",25745.49,"30",12.3437280821918,267.49,"HOMBRE","MUNDIAL","TECNICO",60,29
"1168",35110.09,"22",17.2652356866877,434.42,"HOMBRE","MUNDIAL","MANDO_MEDIO",72,21
"1169",29387.91,"22",14.4513782929399,300.78,"HOMBRE","MUNDIAL","TECNICO",35,21
"1170",28417.17,"23",13.6246705479452,341.49,"HOMBRE","MUNDIAL","TECNICO",46,22
"1171",19673.59,"23",9.43254315068493,248.15,"HOMBRE","MUNDIAL","TECNICO",50,22
"1172",9740.65,"22",5.04883746760459,346.31,"HOMBRE","LOCAL O REGIONAL","TECNICO",47,21
"1173",22751.23,"22",11.7925664568678,282.35,"MUJER","LOCAL O REGIONAL","TECNICO",39,21
"1174",41904.28,"30",20.0910931506849,495.69,"HOMBRE","NACIONAL","MANDO_MEDIO",27,29
"1175",55166.48,"22",26.4496821917808,1148.14,"HOMBRE","NACIONAL","MANDO_MEDIO",60,21
"1176",21648.24,"22",10.3792931506849,191.71,"HOMBRE","NACIONAL","TECNICO",61,21
"1177",35778.3,"24",17.1539794520548,463,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",51,23
"1178",20565.09,"21",9.85997465753425,198.5,"MUJER","UNIÓN EUROPEA","TECNICO",10,20
"1179",34040.01,"24",16.320552739726,447.28,"HOMBRE","NACIONAL","MANDO_MEDIO",62,23
"1180",31627.14,"22",15.163697260274,421.2,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",44,21
"1181",30860.35,"22",12.3300485159817,380.46,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",60,21
"1182",31267.3,"22",12.4926426940639,374.43,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",7,21
"1183",13797.47,"23",6.61522534246575,259.58,"MUJER","NACIONAL","TECNICO",79,22
"1184",26043.71,"23",12.4867102739726,248.25,"HOMBRE","NACIONAL","TECNICO",80,22
"1185",48689.05,"18",23.3440650684932,693.14,"MUJER","NACIONAL","MANDO_MEDIO",39,17
"1186",19103.05,"23",9.15899657534247,90.78,"MUJER","MUNDIAL","TECNICO",56,22
"1187",22307.61,"24",10.6954294520548,188.15,"MUJER","MUNDIAL","TECNICO",11,23
"1188",20784.08,"22",10.7729403924472,213.34,"MUJER","NACIONAL","TECNICO",4,21
"1189",17615.76,"22",9.13071603109959,153.15,"MUJER","NACIONAL","TECNICO",70,21
"1190",81541.13,"22",39.0950623287671,1618.62,"HOMBRE","MUNDIAL","MANDO_MEDIO",1,21
"1191",27520.97,"22",13.1949856164384,276.46,"HOMBRE","MUNDIAL","TECNICO",71,21
"1192",12082.82,"30",8.58241907661086,39.07,"HOMBRE","LOCAL O REGIONAL","TECNICO",60,29
"1193",40347.66,"25",20.9132632358386,573.86,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",19,24
"1194",22900,"22",10.9794520547945,195.41,"HOMBRE","MUNDIAL","TECNICO",20,21
"1195",20500,"22",9.82876712328767,219.71,"HOMBRE","MUNDIAL","TECNICO",59,21
"1196",30953.31,"25",16.0439222510181,422.46,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",29,24
"1197",33356.8,"25",17.2897149203999,425.89,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",41,24
"1198",133581.07,"25",64.0457184931507,2897.02,"HOMBRE","LOCAL O REGIONAL","DIRECTIVO",64,24
"1199",30617.16,"21",14.6794602739726,393.65,"HOMBRE","NACIONAL","MANDO_MEDIO",9,20
"1200",20578.77,"21",9.86653356164383,253.05,"HOMBRE","NACIONAL","TECNICO",2,20
"1201",19310.5,"25",9.7457462148522,207.99,"MUJER","MUNDIAL","TECNICO",57,24
"1202",19077.89,"25",9.62835111751983,165.49,"MUJER","MUNDIAL","TECNICO",37,24
"1203",3438.29,"25",1.735258111031,107.95,"MUJER","MUNDIAL","TECNICO",30,24
"1204",18416.1,"25",9.29435472242249,189.84,"HOMBRE","MUNDIAL","TECNICO",48,24
"1205",17646.67,"25",8.90603388608507,163.1,"HOMBRE","MUNDIAL","TECNICO",50,24
"1206",22723.85,"26",10.8949965753425,242.78,"HOMBRE","MUNDIAL","TECNICO",62,25
"1207",40175.47,"22",19.2622116438356,854.53,"HOMBRE","NACIONAL","MANDO_MEDIO",45,21
"1208",24066.29,"22",11.5386321917808,398.83,"HOMBRE","NACIONAL","TECNICO",22,21
"1209",23547.14,"22",12.2051077378749,257.8,"HOMBRE","NACIONAL","TECNICO",30,21
"1210",51587.47,"22",24.7337184931507,945.83,"HOMBRE","MUNDIAL","MANDO_MEDIO",36,21
"1211",18984.34,"22",9.84008737504628,107.05,"MUJER","NACIONAL","TECNICO",27,21
"1212",23496.9,"22",11.2656369863014,230.5,"HOMBRE","NACIONAL","TECNICO",32,21
"1213",17503.96,"22",8.3923095890411,159.31,"MUJER","NACIONAL","TECNICO",65,21
"1214",39578.92,"25",84.3386423135464,274.25,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",11,24
"1215",54996.77,"25",30.1352164383562,1015.9,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",23,24
"1216",11155.97,"22",5.34875273972603,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",38,21
"1217",23502.33,"23",11.2682404109589,283.42,"MUJER","UNIÓN EUROPEA","TECNICO",60,22
"1218",13997.91,"22",6.71132671232877,27.35,"HOMBRE","LOCAL O REGIONAL","TECNICO",28,21
"1219",52364.28,"24",25.1061616438356,1038.97,"HOMBRE","NACIONAL","MANDO_MEDIO",17,23
"1220",9635.96,"22",6.15997442922374,140.66,"MUJER","NACIONAL","TECNICO",63,21
"1221",10262.34,"22",4.9203,0,"MUJER","NACIONAL","TECNICO",67,21
"1222",42243.98,"22",20.2539630136986,641.52,"HOMBRE","NACIONAL","MANDO_MEDIO",15,21
"1223",2931.98,"20",1.87432511415525,16.59,"MUJER","NACIONAL","TECNICO",58,19
"1224",22085.84,"20",10.589101369863,279.01,"HOMBRE","NACIONAL","TECNICO",6,19
"1225",31246.42,"28",14.9811602739726,410.92,"HOMBRE","MUNDIAL","MANDO_MEDIO",45,27
"1226",28147.77,"28",13.4955061643836,448.58,"HOMBRE","MUNDIAL","TECNICO",69,27
"1227",27948.42,"28",13.3999273972603,485.95,"HOMBRE","MUNDIAL","TECNICO",32,27
"1228",25115.94,"22",16.0558520547945,234.95,"HOMBRE","MUNDIAL","TECNICO",29,21
"1229",82067.64,"22",41.4184196106705,2087.28,"HOMBRE","NACIONAL","MANDO_MEDIO",11,21
"1230",23274.79,"20",11.159145890411,316.03,"HOMBRE","NACIONAL","TECNICO",60,19
"1231",14494.71,"26",9.26602465753425,45.97,"MUJER","NACIONAL","TECNICO",56,25
"1232",17087.27,"14",8.19252671232877,162.06,"HOMBRE","NACIONAL","TECNICO",64,13
"1233",14934.69,"22",7.16046780821918,0,"MUJER","LOCAL O REGIONAL","TECNICO",64,21
"1234",24687.6,"22",11.8365205479452,205.36,"MUJER","LOCAL O REGIONAL","TECNICO",48,21
"1235",7046.39,"30",27.0272493150685,10.24,"HOMBRE","LOCAL O REGIONAL","TECNICO",48,29
"1236",21973.7,"21",10.5353356164384,221.58,"MUJER","NACIONAL","TECNICO",51,20
"1237",32333.74,"21",15.5024780821918,489.91,"HOMBRE","NACIONAL","MANDO_MEDIO",46,20
"1238",26714,"27",12.8080821917808,385.99,"HOMBRE","LOCAL O REGIONAL","TECNICO",31,26
"1239",22534.27,"25",11.6801103295076,1008.01,"MUJER","NACIONAL","TECNICO",41,24
"1240",81919.44,"25",42.4610203628286,3470.81,"HOMBRE","NACIONAL","MANDO_MEDIO",18,24
"1241",8375.3,"30",8.0311095890411,13.94,"MUJER","NACIONAL","TECNICO",16,29
"1242",16533.8,"30",7.92716438356164,139.9,"MUJER","NACIONAL","TECNICO",77,29
"1243",36139.96,"26",17.3273780821918,628.64,"HOMBRE","MUNDIAL","MANDO_MEDIO",11,25
"1244",22374.43,"26",10.7274664383562,255.08,"MUJER","MUNDIAL","TECNICO",61,25
"1245",13123.75,"26",6.29220890410959,65.28,"MUJER","NACIONAL","TECNICO",1,25
"1246",51656,"26",26.0700793078587,656.15,"MUJER","NACIONAL","MANDO_MEDIO",48,25
"1247",6402.04,"23",3.83683904109589,0,"MUJER","NACIONAL","TECNICO",10,22
"1248",23968.6,"23",11.4917945205479,214.54,"MUJER","NACIONAL","TECNICO",9,22
"1249",38007.17,"22",17.3548721461187,590.79,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",11,21
"1250",19123.65,"22",9.65144556596972,159.07,"MUJER","MUNDIAL","TECNICO",34,21
"1251",59857.4,"29",28.6987534246575,822.61,"HOMBRE","NACIONAL","MANDO_MEDIO",19,28
"1252",20476.58,"19",9.81753835616438,334.59,"HOMBRE","NACIONAL","TECNICO",75,18
"1253",18412.7,"26",8.82800684931507,219.69,"HOMBRE","NACIONAL","TECNICO",27,25
"1254",34804.01,"22",16.686854109589,497.18,"MUJER","MUNDIAL","MANDO_MEDIO",71,21
"1255",30730.9,"22",15.9286412439837,507.16,"HOMBRE","NACIONAL","MANDO_MEDIO",77,21
"1256",1333.44,"7",1.59830136986301,6.58,"MUJER","NACIONAL","TECNICO",30,6
"1257",2718.53,"11",3.25851198630137,10.49,"HOMBRE","NACIONAL","TECNICO",68,10
"1258",9270.89,"25",4.44494726027397,0,"MUJER","NACIONAL","TECNICO",17,24
"1259",27325.4,"22",13.1012191780822,548.75,"HOMBRE","NACIONAL","TECNICO",59,21
"1260",25877,"30",12.4067808219178,272.66,"HOMBRE","NACIONAL","TECNICO",27,29
"1261",39893.38,"25",19.1269630136986,686.02,"HOMBRE","NACIONAL","MANDO_MEDIO",79,24
"1262",47371.31,"22",23.2946378644187,991.44,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",64,21
"1263",30123.62,"22",14.8131605198455,401.15,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",10,21
"1264",31158.42,"22",15.322018967334,425.63,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",19,21
"1265",33032.31,"22",17.1215231395779,445.87,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",7,21
"1266",31595.82,"22",16.3769522399111,404.37,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",41,21
"1267",30100.66,"22",15.6019711218067,388.22,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",76,21
"1268",23918.15,"22",12.3974120696039,353.88,"MUJER","LOCAL O REGIONAL","TECNICO",51,21
"1269",11351.23,"18",8.70779287671233,18.92,"MUJER","LOCAL O REGIONAL","TECNICO",20,17
"1270",26650.01,"22",13.8134076268049,277.07,"MUJER","LOCAL O REGIONAL","TECNICO",24,21
"1271",40666.05,"22",21.0782932247316,694.59,"MUJER","LOCAL O REGIONAL","MANDO_MEDIO",9,21
"1272",43195.17,"22",22.3892032580526,653.31,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",67,21
"1273",25130.13,"22",13.0256134764902,308.27,"MUJER","LOCAL O REGIONAL","TECNICO",71,21
"1274",20415.94,"22",10.5821236579045,219.59,"MUJER","LOCAL O REGIONAL","TECNICO",70,21
"1275",23414.42,"10",12.1363154387264,738.12,"MUJER","LOCAL O REGIONAL","TECNICO",54,9
"1276",47592.72,"23",22.8184273972603,757.8,"HOMBRE","NACIONAL","MANDO_MEDIO",23,22
"1277",28698.33,"23",14.8751062569419,400.3,"HOMBRE","LOCAL O REGIONAL","TECNICO",42,22
"1278",55754.26,"21",26.7314945205479,872.95,"HOMBRE","NACIONAL","MANDO_MEDIO",49,20
"1279",37165,"22",18.7566690699351,541,"HOMBRE","MUNDIAL","MANDO_MEDIO",80,21
"1280",17202.87,"28",8.24795136986301,171.91,"HOMBRE","LOCAL O REGIONAL","TECNICO",4,27
"1281",20750.16,"22",9.94870684931507,225.44,"HOMBRE","NACIONAL","TECNICO",36,21
"1282",17641.22,"22",8.45811917808219,128.22,"HOMBRE","NACIONAL","TECNICO",50,21
"1283",6097.47,"30",2.99840463645943,29.37,"MUJER","MUNDIAL","TECNICO",36,29
"1284",23690,"22",11.3582191780822,296.13,"HOMBRE","LOCAL O REGIONAL","TECNICO",46,21
"1285",58941.19,"26",30.5507834135505,990.5,"HOMBRE","NACIONAL","MANDO_MEDIO",59,25
"1286",4095.97,"22",2.61842831050228,0,"MUJER","LOCAL O REGIONAL","TECNICO",77,21
"1287",15067.68,"22",7.2242301369863,92.43,"HOMBRE","LOCAL O REGIONAL","TECNICO",41,21
"1288",22923.51,"22",10.9907239726027,140.39,"HOMBRE","MUNDIAL","TECNICO",41,21
"1289",23103.05,"22",11.0768047945205,173.14,"HOMBRE","MUNDIAL","TECNICO",22,21
"1290",33958.78,"24",17.6017371343947,385.37,"MUJER","NACIONAL","MANDO_MEDIO",56,23
"1291",37695.54,"20",19.5385990373936,631.38,"HOMBRE","MUNDIAL","MANDO_MEDIO",44,19
"1292",27098.71,"23",12.9925321917808,354.68,"HOMBRE","NACIONAL","TECNICO",19,22
"1293",19772.2,"24",9.47982191780822,183.49,"HOMBRE","NACIONAL","TECNICO",18,23
"1294",65190.65,"27",31.2557910958904,1809.68,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",12,26
"1295",21609,"27",10.3604794520548,180.08,"MUJER","LOCAL O REGIONAL","TECNICO",50,26
"1296",6434.04,"25",4.57009436834094,0,"HOMBRE","LOCAL O REGIONAL","TECNICO",26,24
"1297",24001.71,"29",11.5076691780822,280,"HOMBRE","LOCAL O REGIONAL","TECNICO",46,28
"1298",56103.9,"25",30.7418630136986,621.42,"HOMBRE","NACIONAL","MANDO_MEDIO",7,24
"1299",6690.46,"30",4.75222932521563,0,"MUJER","LOCAL O REGIONAL","TECNICO",52,29
"1300",17615.4,"23",9.13052943354313,130.6,"MUJER","NACIONAL","TECNICO",59,22
"1301",27999.96,"30",13.4246383561644,373.33,"HOMBRE","UNIÓN EUROPEA","TECNICO",9,29
"1302",10138.91,"30",4.86112123287671,64.64,"HOMBRE","LOCAL O REGIONAL","TECNICO",67,29
"1303",72201.24,"26",36.4389819754867,1663.36,"HOMBRE","NACIONAL","MANDO_MEDIO",7,25
"1304",28719.87,"26",14.49452703677,44.71,"MUJER","NACIONAL","TECNICO",65,25
"1305",37512.57,"22",17.9854787671233,597.67,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",20,21
"1306",23507.28,"22",11.2706136986301,274.05,"HOMBRE","LOCAL O REGIONAL","TECNICO",7,21
"1307",25109.6,"22",12.0388493150685,235.01,"HOMBRE","NACIONAL","TECNICO",47,21
"1308",14248.28,"22",6.83136712328767,97.26,"MUJER","NACIONAL","TECNICO",41,21
"1309",14132.08,"23",6.77565479452055,70.73,"HOMBRE","NACIONAL","TECNICO",37,22
"1310",5155.87,"23",2.47199246575342,29.67,"MUJER","NACIONAL","TECNICO",10,22
"1311",2885,"23",1.38321917808219,23.34,"HOMBRE","NACIONAL","TECNICO",3,22
"1312",27866.69,"25",13.3607417808219,669.9,"HOMBRE","NACIONAL","TECNICO",19,24
"1313",30846.84,"25",14.7895808219178,399.33,"HOMBRE","NACIONAL","MANDO_MEDIO",19,24
"1314",34101.53,"23",17.2105775054074,191.9,"HOMBRE","NACIONAL","MANDO_MEDIO",30,22
"1315",70329.34,"24",33.7195465753425,1387.76,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",17,23
"1316",31040,"22",16.0888559792669,373.96,"HOMBRE","LOCAL O REGIONAL","MANDO_MEDIO",4,21
"1317",25611.93,"23",12.2796924657534,262.55,"MUJER","UNIÓN EUROPEA","TECNICO",78,22
"1318",30317.78,"24",14.5359219178082,335.02,"HOMBRE","UNIÓN EUROPEA","MANDO_MEDIO",21,23
"1319",44000.08,"25",21.0959287671233,734.43,"HOMBRE","MUNDIAL","MANDO_MEDIO",38,24
"1320",20591.7,"25",9.87273287671233,196.37,"HOMBRE","MUNDIAL","TECNICO",22,24
"1321",25327.82,"24",13.1280814513143,979.17,"MUJER","NACIONAL","TECNICO",80,23
"1322",31951.09,"28",16.5610981118104,505.89,"MUJER","NACIONAL","MANDO_MEDIO",9,27
"1323",26250.12,"24",13.6061340244354,371.88,"MUJER","NACIONAL","TECNICO",51,23
"1324",73400.42,"30",35.1919821917808,1705,"MUJER","NACIONAL","MANDO_MEDIO",4,29
"1325",48991.55,"21",26.8446849315069,745.56,"MUJER","MUNDIAL","MANDO_MEDIO",63,20
"1326",243310.96,"21",133.321073972603,3500.49,"HOMBRE","MUNDIAL","DIRECTIVO",24,20
"1327",177358.71,"21",97.1828547945206,4612.1,"HOMBRE","MUNDIAL","DIRECTIVO",10,20
"1328",65491.16,"21",35.8855671232877,1182.07,"MUJER","MUNDIAL","MANDO_MEDIO",46,20
"1329",71541.63,"21",39.2008931506849,2020.14,"HOMBRE","MUNDIAL","MANDO_MEDIO",6,20
"1330",18332.85,"18",8.78972260273973,379.68,"HOMBRE","NACIONAL","TECNICO",74,17
"1331",63791.48,"25",33.0648174750093,926.24,"HOMBRE","MUNDIAL","MANDO_MEDIO",49,24
"1332",141757.15,"25",73.4764938911514,1444.21,"MUJER","MUNDIAL","DIRECTIVO",56,24
"1333",33180.26,"23",17.1982095520178,519.57,"MUJER","NACIONAL","MANDO_MEDIO",29,22
"1334",26641.54,"23",13.8090174009626,352.34,"MUJER","NACIONAL","TECNICO",51,22
"1335",134555.47,"26",73.7290246575343,1658.44,"MUJER","NACIONAL","DIRECTIVO",51,25
"1336",110394.75,"22",52.9289897260274,2452.68,"HOMBRE","MUNDIAL","MANDO_MEDIO",32,21
"1337",43673.91,"22",20.939545890411,557.36,"HOMBRE","MUNDIAL","MANDO_MEDIO",10,21
"1338",27111.29,"23",13.682698630137,338.92,"HOMBRE","LOCAL O REGIONAL","TECNICO",40,22
"1339",25634.74,"22",14.0464328767123,208.59,"MUJER","MUNDIAL","TECNICO",69,21
"1340",37265.76,"22",17.8671452054795,505.48,"MUJER","NACIONAL","MANDO_MEDIO",27,21
"1341",27147.3,"25",14.8752328767123,411.44,"MUJER","NACIONAL","TECNICO",30,24
"1342",26320.02,"30",14.4219287671233,326.6,"HOMBRE","NACIONAL","TECNICO",31,29
"1343",37664.99,"20",18.0585568493151,406.6,"MUJER","MUNDIAL","MANDO_MEDIO",65,19
"1344",22399.96,"22",10.7397068493151,173.43,"HOMBRE","LOCAL O REGIONAL","TECNICO",57,21
"1345",35883,"20",17.2041780821918,904,"MUJER","NACIONAL","MANDO_MEDIO",64,19
"1346",32854.38,"28",15.7521,818.72,"HOMBRE","MUNDIAL","MANDO_MEDIO",6,27
"1347",31135.53,"28",14.9279938356164,877.88,"MUJER","MUNDIAL","MANDO_MEDIO",72,27
"1348",44265.23,"26",22.9438437615698,767.46,"HOMBRE","MUNDIAL","MANDO_MEDIO",48,25
"1349",45342.49,"26",23.5022162162162,767.94,"HOMBRE","MUNDIAL","MANDO_MEDIO",60,25
"1350",34993.19,"22",17.6605861571738,522.06,"MUJER","NACIONAL","MANDO_MEDIO",27,21
"1351",21833.22,"22",11.0189286229272,149.45,"MUJER","NACIONAL","TECNICO",70,21
"1352",12236.59,"21",6.51873135464231,77.89,"MUJER","MUNDIAL","TECNICO",25,20
"1353",74640.71,"26",37.6701492429704,1835.83,"MUJER","NACIONAL","MANDO_MEDIO",38,25
"1354",37810.03,"26",19.0822069214131,716.47,"HOMBRE","NACIONAL","MANDO_MEDIO",65,25
"1355",39835.39,"22",20.6477400962606,497.14,"MUJER","MUNDIAL","MANDO_MEDIO",52,21
"1356",31394.74,"22",16.272727138097,265.96,"HOMBRE","MUNDIAL","MANDO_MEDIO",47,21
"1357",54733.69,"27",27.6233475126172,965.36,"MUJER","NACIONAL","MANDO_MEDIO",43,26
"1358",71783.77,"25",37.2074335431322,1585.99,"HOMBRE","NACIONAL","MANDO_MEDIO",78,24
"1359",73532.97,"25",38.1140903369123,1848.99,"HOMBRE","NACIONAL","MANDO_MEDIO",77,24
"1360",27447.95,"15",14.2270011106997,508.57,"HOMBRE","NACIONAL","TECNICO",2,14
